Name	MOA	Target	Disease Area	Indication	Vendor	Purity	Id	Phase
cyclobenzaprine	adrenergic receptor agonist, serotonin receptor agonist	HTR2A	neurology/psychiatry	spasms	MicroSource	97.11	BRD-K42348709-003-13-1	Launched
cyclocreatine	creatine kinase substrate				Sigma	96.8	BRD-K14379200-001-04-7	Phase 1
cyclocytidine	DNA synthesis inhibitor, RNA synthesis inhibitor				MicroSource, Selleck	99.31	BRD-K67536197-003-11-4, BRD-K67536197-003-10-6	Preclinical
cycloheximide	protein synthesis inhibitor	RPL3			Sigma, MicroSource	89.23	BRD-K36055864-001-20-0, BRD-K36055864-001-19-2	Preclinical
cyclopenthiazide	thiazide diuretic		cardiology	hypertension, congestive heart failure	Prestwick	99.7	BRD-A41250306-001-11-7	Launched
cyclopentolate	acetylcholine receptor antagonist	CHRM1	ophthalmology	mydriasis, cycloplegia	MicroSource	94.68	BRD-A77291778-003-22-0	Launched
cyclophosphamide	DNA alkylating agent	CYP2A6, CYP2B6, CYP2C18, CYP2C19, CYP2C8, CYP2C9, CYP2D6, CYP3A4, CYP3A5, CYP3A7	hematologic malignancy, oncology	Hodgkin's lymphoma, small lymphocytic lymphoma (SLL), breast cancer, neuroblastoma, Burkitt's lymphoma, multiple myeloma, chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL), chronic myeloid leukemia (CML), true histiocytic lymphoma (THL), retinoblastoma, ovarian cancer	MicroSource, Selleck, Selleck	93.6	BRD-A09722536-002-18-0, BRD-A09722536-002-19-8, BRD-A09722536-002-17-2	Launched
cyclopiazonic-acid	ATPase inhibitor	ATP2A1			Tocris, Tocris	99.1	BRD-A10420615-001-05-1, BRD-A10420615-001-04-4	Preclinical
cycloserine-(d)	bacterial cell wall synthesis inhibitor	GRIN1	infectious disease	tuberculosis	MedChemEx, MicroSource, Selleck, MedChemEx, Selleck	0	BRD-K87226815-001-21-3, BRD-K87226815-001-17-1, BRD-K87226815-001-18-9, BRD-K87226815-001-20-5, BRD-K87226815-001-19-7	Launched
cyclosporin-a	calcineurin inhibitor	PPP3CA	rheumatology, dermatology	rheumatoid arthritis, psoriasis	Tocris, MicroSource	99.52	BRD-A69815203-001-07-6, BRD-A69815203-001-08-4	Launched
cyclosporine	calcineurin inhibitor	ABCB11, CAMLG, FPR1, PPIA, PPIF, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3	transplant, rheumatology, dermatology	organ rejection, rheumatoid arthritis, psoriasis	Selleck, Selleck	98.93	BRD-K13533483-001-16-2, BRD-K13533483-001-17-0	Launched
cyclothiazide	glutamate receptor modulator	CA1, CA2, CA4, FXYD2, GRIA1, GRIA2, GRIA3, GRIA4, SLC12A3	cardiology	hypertension	Tocris, MicroSource, Sigma, DuPont, Tocris	65.61	BRD-A38675539-001-13-5, BRD-A38675539-001-11-9, BRD-A38675539-001-14-3, BRD-A38675539-001-12-7, BRD-A38675539-001-10-1	Launched
cyclovalone	breast cancer resistance protein inhibitor	ABCG2	gastroenterology	bile stimulation	Enamine, Sigma	97.7	BRD-K59866480-001-08-1, BRD-K59866480-001-07-3	Launched
cyclovirobuxin-d	calcium channel modulator				Selleck, Selleck	100	BRD-K27799744-001-02-8, BRD-K27799744-001-03-6	Preclinical
CYC116	Aurora kinase inhibitor	AURKA, AURKB, KDR			Selleck, Selleck	93.87	BRD-K64866502-001-04-7, BRD-K64866502-001-03-9	Phase 1
CYM-50260	sphingosine 1 phosphate receptor agonist	S1PR4			Tocris	96.41	BRD-K69877120-001-01-7	Preclinical
CYM-50358	sphingosine 1-phosphate receptor antagonist	S1PR4			Tocris	97.71	BRD-K80666802-003-01-0	Preclinical
CYM-50769	neuropeptide receptor antagonist	NPBWR1			Tocris	98.77	BRD-K27732927-001-03-6	Preclinical
CYM-5442	sphingosine 1 phosphate receptor agonist	S1PR1			Tocris	97.43	BRD-A43005764-003-01-5	Preclinical
CYM-5520	sphingosine 1 phosphate receptor agonist	S1PR2			Tocris	96.49	BRD-K29151923-001-01-5	Preclinical
CYM-5541	sphingosine 1 phosphate receptor agonist	S1PR3			Tocris	93.59	BRD-K75940276-001-03-3	Preclinical
cypermethrin					MicroSource	42.23	BRD-A62798249-001-04-4	Launched
cyproheptadine	histamine receptor antagonist	ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HRH1, HTR2A, HTR2C, HTR6, HTR7	allergy, otolaryngology, ophthalmology, dermatology	allergic rhinitis, vasomotor rhinitis, conjunctivitis, urticaria, dermatographism	MicroSource, Tocris, MicroSource, Selleck	98.68	BRD-K28143534-001-02-2, BRD-K28143534-003-25-9, BRD-K28143534-003-26-7, BRD-K28143534-003-24-2	Launched
cyproterone	androgen receptor antagonist	AR	oncology	prostate cancer	MicroSource	54.15	BRD-A48103086-001-04-2	Launched
cyproterone-acetate	androgen receptor antagonist	ADORA1, AR	oncology	prostate cancer	MicroSource, Sigma, Selleck	94.11	BRD-K41141507-001-17-0, BRD-K41141507-001-15-4, BRD-K41141507-001-16-2	Launched
cyromazine					Selleck, MicroSource	99.31	BRD-K36711084-001-01-2, BRD-K36711084-001-02-0	Launched
cysteamine	tissue transglutaminase inhibitor	NPY2R, SST	metabolism	cystinosis	MicroSource, Selleck, Selleck	0	BRD-K92611362-001-02-6, BRD-M77687198-001-10-6, BRD-M77687198-001-12-2	Launched
CYT-997	tubulin polymerization inhibitor	TUBB			Selleck	96.56	BRD-K23363278-001-02-1	Phase 2
cytarabine	ribonucleotide reductase inhibitor	POLA1, POLB, POLD1, POLE	hematologic malignancy	acute lymphoblastic leukemia (ALL), chronic lymphocytic leukemia (CLL), acute myeloid leukemia (AML), non-Hodgkin lymphoma (NHL)	MicroSource, Selleck, Selleck	100	BRD-K71847383-001-13-3, BRD-K71847383-001-12-5, BRD-K71847383-001-07-5	Launched
cytisine	acetylcholine receptor agonist	CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4	neurology/psychiatry	nicotinism	MicroSource, Tocris, Selleck, Selleck	98.23	BRD-K74186897-001-13-2, BRD-K74186897-001-11-6, BRD-K74186897-001-10-8, BRD-K74186897-001-12-4	Launched
cytochalasin-b	microtubule inhibitor	ACTB			Enzo	95.57	BRD-K47000838-001-01-6	Phase 2
cytochlor					Berry	100	BRD-K48988407-001-01-2	Phase 1
cyt387		JAK1, JAK2, JAK3			Selleck, Selleck	94.44	BRD-K87737963-001-07-8, BRD-K87737963-001-06-0	Phase 3
CY208-243	dopamine receptor agonist	CALY			Tocris, Tocris	66.95	BRD-K79353516-001-05-0, BRD-K79353516-001-04-3	Phase 2
CZC-54252	leucine rich repeat kinase inhibitor	LRRK2			Tocris	96.05	BRD-K87021635-003-02-2	Preclinical
CZC24832	PI3K inhibitor	PIK3CG			Selleck, Tocris	98.69	BRD-K01377300-001-01-1, BRD-K01377300-001-02-9	Preclinical
C106					Enzo	0	BRD-M12328004-001-01-8	Phase 3
C11-Acetate		ABAT, ACE, AKR1C3, CA2, CELA1, ESR2, FFAR2, FFAR3, HPRT1, LTA4H, MMP12, NOS1, NOS3, PLA2G1B, PTPN1, SOD1, TXN			SantaCruz	0	BRD-K83914624-415-01-3	Phase 3
C34	toll-like receptor inhibitor	TLR4			Tocris	100	BRD-K43167535-001-01-3	Preclinical
C646	histone acetyltransferase inhibitor	EP300			Selleck, Selleck	88.71	BRD-K73383190-001-03-1, BRD-K73383190-001-02-3	Preclinical
D-(+)-maltose		AMY2B, MGAM			MicroSource	100	BRD-K74377520-001-01-7	Preclinical
D-alpha-tocopheryl-succinate					SantaCruz	93.52	BRD-K64636206-001-02-7	Launched
D-delta-Tocopherol					Acros	91.79	BRD-K04657451-001-01-0	Launched
D-limonene					Sigma, MicroSource	0	BRD-K20879694-001-01-7, BRD-K20879694-001-02-5	Phase 1
D-Phenylalanine	enkephalinase inhibitor	CCBL1, CRH, HCAR3			MicroSource, Selleck, Selleck	100	BRD-K00911807-003-01-2, BRD-K00911807-001-03-2, BRD-K00911807-001-04-0	Preclinical
D-Serine	glutamate receptor agonist	GLRA1, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, SERPINB3			Enzo	100	BRD-K71822263-001-03-2	Launched
D-4476	TGF beta receptor inhibitor	CSNK1A1, CSNK1D, TGFB1			Tocris, Tocris	96.91	BRD-K09132007-001-07-5, BRD-K09132007-001-11-7	Preclinical
D-64131	microtubule inhibitor	TUBB			Tocris	98.74	BRD-K26997899-001-02-2	Preclinical
D-7193					ChemImpex	0	BRD-K32372024-001-01-0	Phase 2
DAA-1106	benzodiazepine receptor agonist	TSPO			MedChemEx	98.31	BRD-K01080633-001-01-9	Preclinical
dabigatran	thrombin inhibitor	F2	neurology/psychiatry, hematology	stroke, systemic embolism, pulmonary embolism (PE), deep vein thrombosis (DVT)	MedChemEx, Selleck, MedChemEx, Selleck	77.34	BRD-K38168441-001-04-5, BRD-K38168441-001-02-9, BRD-K38168441-001-05-2, BRD-K38168441-001-03-7	Launched
dabigatran-etexilate	thrombin inhibitor	F2	neurology/psychiatry, hematology	stroke, systemic embolism, pulmonary embolism (PE), deep vein thrombosis (DVT)	MicroSource, Selleck	92.78	BRD-K57041787-066-01-1, BRD-K57041787-001-02-6	Launched
dabrafenib	RAF inhibitor	BRAF, LIMK1, NEK11, RAF1, SIK1	oncology	melanoma	Selleck, MedChemEx, Selleck	98.14	BRD-K09951645-001-11-8, BRD-K09951645-001-08-4, BRD-K09951645-001-06-8	Launched
dacarbazine	DNA alkylating agent	PGD, POLA2	oncology, hematologic malignancy	melanoma, Hodgkin's lymphoma	MicroSource, Selleck	98.92	BRD-K35520305-001-17-7, BRD-K35520305-001-16-9	Launched
dacinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9			Selleck, Selleck	87.84	BRD-K56957086-001-09-7, BRD-K56957086-001-06-3	Phase 1
daclatasvir	HCV inhibitor		infectious disease	hepatitis C	Selleck	94.53	BRD-K82861010-001-02-5	Launched
dacomitinib	EGFR inhibitor	EGFR, ERBB2, ERBB4			Selleck	95.48	BRD-K57169635-001-04-5	Phase 3
dactinomycin	RNA polymerase inhibitor	POLR2A	oncology	testicular carcinoma, Wilm's tumor, rhabdomyosarcoma, Ewing's sarcoma, gestational trophoblastic disease (GTD)	MicroSource	77.87	BRD-K70578146-001-06-7	Launched
daidzein	estrogen receptor agonist	ESRRA, ESRRB, ESRRG, TRPC5			Tocris, Selleck, Enzo, Selleck, Tocris	97.99	BRD-K42095107-001-22-1, BRD-K42095107-001-21-3, BRD-K42095107-001-18-9, BRD-K42095107-001-16-3, BRD-K42095107-001-17-1	Phase 2
dalargin	opioid receptor agonist	OPRM1			InterBioScreen	79.63	BRD-A89196962-300-01-7	Phase 2
dalbavancin	bacterial cell wall synthesis inhibitor	PNLIP	infectious disease	skin infections	MedChemEx	68.91	BRD-K30177383-001-01-0	Launched
dalcetrapib	cholesteryl ester transfer protein inhibitor	CETP			Selleck, Selleck	95.55	BRD-K18849474-001-04-4, BRD-K18849474-001-03-6	Phase 3
dalfampridine	potassium channel blocker	KCNA1, KCNA10, KCNA2, KCNA3, KCNA4, KCNA5, KCNA6, KCNA7, KCNB1, KCNB2, KCNC1, KCNC2, KCNC3, KCNC4, KCND1, KCND2, KCND3, KCNF1, KCNG1, KCNG2, KCNG3, KCNG4, KCNH1, KCNH2, KCNH3, KCNH4, KCNH5, KCNH6, KCNH7, KCNH8, KCNJ13, KCNJ5, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KCNS1, KCNS2, KCNS3, KCNV1, KCNV2	neurology/psychiatry	multiple sclerosis	Tocris, MicroSource	97.14	BRD-K22482860-001-20-6, BRD-K22482860-001-21-4	Launched
daltroban	thromboxane receptor antagonist	TBXA2R			Sigma	94.94	BRD-K26813177-001-03-2	Phase 3
daminozide	KDM2A inhibitor	KDM2A, KDM7A, PHF8			Tocris	63.13	BRD-K83452553-001-05-8	Preclinical
danazol	estrogen receptor antagonist, progesterone receptor agonist	AR, CCL2, ESR1, GNRHR, GNRHR2, PGR	obstetrics/gynecology, cardiology	endometriosis, angioedema	MicroSource	98.72	BRD-A92537424-001-04-7	Launched
danegaptide	gap junction modulator				MedChemEx	85.91	BRD-K35589454-003-01-1	Phase 2
danirixin	CC chemokine receptor antagonist	CXCR2			MedChemEx	94.48	BRD-K13769342-001-01-5	Phase 2
danofloxacin	bacterial DNA gyrase inhibitor		pulmonary	bovine respiratory disease (BRD)	Selleck	95.15	BRD-K45916615-066-02-5	Launched
danoprevir	HCV inhibitor				Selleck	94.01	BRD-K08111240-001-02-8	Phase 2
dantrolene	calcium channel blocker	RYR1, RYR3	neurology/psychiatry, endocrinology	spasms, malignant hyperthermia (MH)	MicroSource, Tocris	97.08	BRD-K81272440-236-13-5, BRD-K81272440-236-12-7	Launched
dantron	laxative				MicroSource	95.61	BRD-K10065684-001-07-4	Withdrawn
danusertib	Aurora kinase inhibitor, growth factor receptor inhibitor	AURKA, AURKB, AURKC, FGFR1, NTRK1, RET, SLK			Selleck, Selleck	91.1	BRD-K07881437-001-04-6, BRD-K07881437-001-03-8	Phase 2
dapagliflozin	sodium/glucose cotransporter inhibitor	SLC5A1, SLC5A2	endocrinology	diabetes mellitus	Selleck, MicroSource	98	BRD-K58160573-001-05-4, BRD-K58160573-001-04-7	Launched
daphnetin	protein kinase inhibitor				Selleck	91.06	BRD-K61269089-001-05-5	Preclinical
dapiprazole	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D	ophthalmology	mydriasis	AvaChem	99.76	BRD-K33133047-001-01-8	Launched
dapivirine	non-nucleoside reverse transcriptase inhibitor	CYP3A4, CYP3A5			Selleck	97.99	BRD-K12885236-001-02-7	Phase 3
dapoxetine	selective serotonin reuptake inhibitor (SSRI)	HTR1A, HTR1B, HTR2C, SLC6A4	urology	premature ejaculation (PE)	Selleck	98.79	BRD-K51579475-003-02-4	Launched
daprodustat	hypoxia inducible factor inhibitor	EGLN1			MedChemEx	93.43	BRD-K06455935-001-01-3	Phase 3
dapsone	bacterial antifolate	DHFR	dermatology, infectious disease	dermatitis herpetiformis (DH), leprosy	MicroSource	98.4	BRD-K62363391-001-24-9	Launched
DAPT	gamma secretase inhibitor				Tocris, Selleck, Tocris	96.31	BRD-K47177710-001-03-1, BRD-K47177710-001-02-3, BRD-K47177710-001-04-9	Preclinical
daptomycin	bacterial cell wall synthesis inhibitor		infectious disease	skin infections, endocarditis	Selleck, Selleck	89.99	BRD-K94358652-001-03-9, BRD-K94358652-001-02-1	Launched
darapladib	phospholipase inhibitor	PLA2G7			MedChemEx	93.01	BRD-K19085898-001-01-8	Phase 3
darglitazone	PPAR receptor antagonist	PPARG			Cayman	96.02	BRD-K82908348-001-01-9	Phase 2
darifenacin	acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	urology	urinary incontinence	MicroSource, Selleck	95.96	BRD-K95773607-004-04-6, BRD-K95773607-004-03-8	Launched
darunavir	HIV protease inhibitor	CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)	Selleck	98.7	BRD-K84986517-001-01-8	Launched
darusentan	endothelin receptor antagonist	EDNRA			Key	98.96	BRD-K54863166-001-01-9	Phase 3
dasabuvir	HCV inhibitor		infectious disease	hepatitis C	MedChemEx	91.31	BRD-K02943813-001-01-9	Launched
dasatinib	Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, tyrosine kinase inhibitor	ABL1, ABL2, BLK, EPHA2, FGR, FRK, FYN, HCK, KIT, LCK, LYN, PDGFRB, SRC, SRMS, STAT5B, YES1	hematologic malignancy	chronic myeloid leukemia (CML), acute lymphoblastic leukemia (ALL)	Selleck, Selleck	88.41	BRD-K49328571-001-19-2, BRD-K49328571-001-15-0	Launched
DAU-5884	acetylcholine receptor antagonist	CHRM3			Tocris, Tocris	97.49	BRD-K31633810-003-03-6, BRD-K31633810-003-02-8	Preclinical
daucosterol	apoptosis stimulant				MedChemEx	89.9	BRD-K14276241-001-01-2	Phase 2
daunorubicin	RNA synthesis inhibitor, topoisomerase inhibitor	TOP2A, TOP2B	hematologic malignancy	acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL)	MicroSource, Tocris, Selleck, Selleck	90.48	BRD-K43389675-001-02-1, BRD-K43389675-003-20-9, BRD-K43389675-003-19-1, BRD-K43389675-003-16-7	Launched
dazmegrel	thromboxane synthase inhibitor	TBXAS1			Vitas-M	98.91	BRD-K20738689-001-01-2	Phase 2
dazoxiben	thromboxane synthase inhibitor	TBXAS1			AKSci	95.24	BRD-K82767007-001-01-1	Phase 2
DBeQ	ATPase inhibitor	CASP3			Tocris, Selleck	96.56	BRD-K59204667-001-05-6, BRD-K59204667-001-03-1	Preclinical
DBPR108	dipeptidyl peptidase inhibitor	DPP4			MedChemEx	95.35	BRD-K83020231-001-01-2	Phase 1
DC-260126	free fatty acid receptor antagonist	FFAR1			Tocris	94.07	BRD-K10596918-001-01-9	Preclinical
DCC-2618	PDGFR tyrosine kinase receptor inhibitor, KIT inhibitor	KIT, PDGFRA			MedChemEx	97.17	BRD-K49246350-001-01-1	Phase 1
DCEBIO	potassium channel activator	KCNN2, KCNN3, KCNN4			Tocris, Tocris, Tocris	99.43	BRD-K89299012-001-08-6, BRD-K89299012-001-07-8, BRD-K89299012-001-06-0	Preclinical
DCPIB	chloride channel blocker, gap junction modulator, glutamate inhibitor	SLC1A2			Tocris	88.14	BRD-A39255369-001-03-1	Preclinical
DDR1-IN-1	discoidin domain receptor inhibitor	DDR1, DDR2			Tocris	92.41	BRD-K61845293-300-01-9	Preclinical
debrisoquin	adrenergic neuron blocker	SLC6A2	cardiology	hypertension	PrincetonBio, MicroSource	80.31	BRD-K80419150-001-02-4, BRD-K80419150-065-03-7	Launched
decamethonium	acetylcholine receptor agonist	ACHE, CHRNA2	neurology/psychiatry	muscle relaxant	MicroSource, Selleck	99.47	BRD-K49783248-303-08-4, BRD-K49783248-303-07-6	Launched
decamethoxine	antiseptic				Innovapharm	0	BRD-A56320380-300-01-6	Phase 2
decernotinib	JAK inhibitor	JAK3			MedChemEx	97.54	BRD-A95300432-001-01-3	Phase 2/Phase 3
decitabine	DNA methyltransferase inhibitor	DNMT1, DNMT3A	hematologic malignancy, hematology	myelodysplastic diseases (MDS), anemia, chronic myeloid leukemia (CML)	Tocris, Tocris, Selleck	100	BRD-K79254416-001-24-2, BRD-K79254416-001-22-6, BRD-K79254416-001-21-8	Launched
decoquinate	antiprotozoal agent		infectious disease	coccidiosis	MicroSource, MedChemEx, Selleck, Selleck	100	BRD-K17641316-213-01-5, BRD-K17641316-001-04-8, BRD-K17641316-001-02-2, BRD-K17641316-001-03-0	Launched
defactinib	focal adhesion kinase inhibitor	PTK2			MedChemEx, MedChemEx	98.24	BRD-K43578482-001-02-2, BRD-K43578482-001-01-4	Phase 2
deferasirox	chelating agent	CYP3A4	hematology	transfusional hemosiderosis, thalassemia, iron overload	Selleck	97.73	BRD-K97010173-001-04-1	Launched
deferiprone	chelating agent	UGT1A6	hematology	transfusional hemosiderosis, thalassemia, iron overload	MicroSource, Selleck	95.65	BRD-K06878038-001-18-6, BRD-K06878038-001-17-8	Launched
deferoxamine-mesylate	chelating agent		hematology	acute iron intoxication, iron overload	Sigma, MicroSource, MedChemEx	95.48	BRD-K09821361-066-24-1, BRD-K09821361-066-23-3, BRD-K09821361-066-25-8	Launched
deflazacort	glucocorticoid receptor agonist	NR3C1	rheumatology	joint inflammation	Selleck	91.86	BRD-K96006502-001-02-6	Launched
deforolimus	mTOR inhibitor	MTOR			Selleck, Selleck	89.39	BRD-K62304154-001-03-4, BRD-K62304154-001-04-2	Phase 3
degarelix	gonadotropin releasing factor hormone receptor antagonist	GNRHR	oncology	prostate cancer	MedChemEx	96.07	BRD-A88562598-001-01-7	Launched
dehydroacetic-acid					MicroSource	86.69	BRD-A17300716-001-01-5	Preclinical
dehydrocholate					MicroSource	85.01	BRD-A64125466-236-04-6	Preclinical
dehydrocholate-acid					MicroSource	91.75	BRD-A11551002-001-04-6	Preclinical
dehydrocorydaline	acetylcholinesterase inhibitor	ACHE			MedChemEx, MedChemEx	91.32	BRD-K67186445-001-01-3, BRD-K67186445-001-02-1	Phase 3
dehydroepiandrosterone	protein synthesis stimulant	ESR1, ESR2, G6PD, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, HSD17B1, NR1I2, NR1I3, PPARA, SIGMAR1, SULT2A1, SULT2B1			MicroSource, Selleck	100	BRD-K41256143-001-13-5, BRD-K41256143-001-12-7	Launched
dehydroepiandrosterone-sulfate	androgen receptor agonist, estrogen receptor agonist	AR, ESR1, ESR2	endocrinology	menopause	Sigma	99.5	BRD-K15360631-325-01-4	Launched
delamanid	bacterial cell wall synthesis inhibitor		infectious disease	tuberculosis	Adooq	97.31	BRD-K17480742-001-01-1	Launched
delanzomib	proteasome inhibitor	CMA1, CTSG, CYP3A4, ELANE			MedChemEx, MedChemEx, Selleck, Selleck	89.99	BRD-K59325863-001-04-4, BRD-K59325863-001-01-0, BRD-K59325863-001-03-6, BRD-K59325863-001-02-8	Phase 1/Phase 2
delapril	angiotensin converting enzyme inhibitor	ACE	cardiology	hypertension	AKSci	94.88	BRD-K00573984-003-01-5	Launched
delavirdine	non-nucleoside reverse transcriptase inhibitor	CYP3A4	infectious disease	human immunodeficiency virus (HIV-1)	Tocris, Sigma, MedChemEx, Enzo	95.35	BRD-K34068325-066-04-5, BRD-K34068325-066-02-9, BRD-K34068325-066-03-7, BRD-K34068325-066-01-1	Launched
delivert	angiotensin receptor agonist	AGTR1, AGTR2			MedChemEx	88.91	BRD-K45503887-001-01-1	Launched
delphinidin	membrane permeability inhibitor	GLO1			Cayman, Cayman	0	BRD-K79107392-003-02-2, BRD-K79107392-003-01-4	Phase 2
delta-Tocotrienol	HMGCR inhibitor	HMGCR			AnalytiCon	0.25	BRD-K85776940-001-01-9	Phase 1
deltarasin	phosphodiesterase inhibitor	KRAS			Tocris	98.28	BRD-K90830492-305-01-4	Preclinical
demecarium	acetylcholinesterase inhibitor	ACHE, BCHE	ophthalmology	intraocular pressure, glaucoma	Prestwick	94.41	BRD-K51471001-303-04-7	Launched
demeclocycline	bacterial 30S ribosomal subunit inhibitor		endocrinology, infectious disease, ophthalmology, urology	fever, respiratory tract infections, psittacosis, trachoma, conjunctivitis, urethritis, chancroid, cholera, syphilis, listeria, anthrax, actinomycosis, tularemia, brucellosis	MicroSource, MedChemEx, MedChemEx, Selleck	63.01	BRD-A34145622-003-22-8, BRD-A34145622-003-23-6, BRD-A34145622-003-24-4, BRD-A34145622-003-25-1	Launched
denatonium-benzoate					MicroSource	81.39	BRD-K34122555-057-11-5	Preclinical
denotivir	antiviral		infectious disease	virus herpes simplex (HSV), skin infections	Vitas-M	98.5	BRD-K01773083-001-01-4	Launched
deoxyarbutin	tyrosinase inhibitor				Selleck, Selleck	62.84	BRD-A62562325-001-03-3, BRD-A62562325-001-02-5	Preclinical
deoxycholic-acid	biliverdin reductase A activator, G protein-coupled receptor agonist	EFTUD1, FPR1, GPBAR1	endocrinology	submental fat	Enzo	100	BRD-K41170226-001-13-8	Launched
deoxycorticosterone-acetate	progestogen hormone	NR3C2			MicroSource, Selleck, Selleck, Selleck	98.53	BRD-K24556098-001-19-1, BRD-K24556098-001-17-5, BRD-K24556098-001-18-3, BRD-K24556098-001-16-7	Preclinical
deoxyepinephrine	adrenergic receptor agonist, dopamine receptor agonist	ADRA1A, DRD1, DRD2			Enzo	83.38	BRD-K33151569-003-09-7	Preclinical
deptropine	histamine receptor antagonist	HRH1			Prestwick	96.68	BRD-A65797496-048-09-3	Preclinical
dequalinium	PKC inhibitor	KCNN1, KCNN3			MicroSource, Selleck	95.31	BRD-K77685957-300-09-1, BRD-K77685957-300-08-3	Launched
deracoxib	cyclooxygenase inhibitor	PTGS2	rheumatology	osteoarthritis	MicroSource	99.74	BRD-K68558722-001-04-0	Launched
deserpidine	angiotensin converting enzyme inhibitor	ACE, SLC18A2	cardiology	hypertension	Key, AKSci	96.99	BRD-K29462201-001-02-7, BRD-K29462201-001-01-9	Launched
desipramine	tricyclic antidepressant	ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD2, HRH1, HTR1A, HTR2A, HTR2C, SLC6A2, SLC6A4, SMPD1	neurology/psychiatry	depression	MicroSource, Sigma	94.4	BRD-K60762818-003-25-2, BRD-K60762818-003-26-0	Launched
